timestamp,generation_Wh
2018-10-06 17:25,0.0833333
2018-10-06 17:30,0.0833333
2018-10-06 17:35,0.0833333
2018-10-07 06:20,0
2018-10-07 06:25,0.25
2018-10-07 06:30,0.25
2018-10-07 06:35,0.25
2018-10-07 06:40,0.75
2018-10-07 06:45,0.75
2018-10-07 06:50,0.833333
2018-10-07 06:55,1.16667
2018-10-07 07:00,1.16667
2018-10-07 07:05,1.25
2018-10-07 07:10,2.16667
2018-10-07 07:15,2.16667
2018-10-07 07:20,2.16667
2018-10-07 07:25,3.16667
2018-10-07 07:30,3.16667
2018-10-07 07:35,3
2018-10-07 07:40,3.75
2018-10-07 07:45,3.75
2018-10-07 07:50,3.5
2018-10-07 07:55,3.66667
2018-10-07 08:00,3.66667
2018-10-07 08:05,3.41667
2018-10-07 08:10,4.16667
2018-10-07 08:15,4.16667
2018-10-07 08:20,4
2018-10-07 08:25,4.91667
2018-10-07 08:30,4.91667
2018-10-07 08:35,4.66667
2018-10-07 08:40,6
2018-10-07 08:45,6
2018-10-07 08:50,5.58333
2018-10-07 08:55,6.08333
2018-10-07 09:00,6.08333
2018-10-07 09:05,5.83333
2018-10-07 09:10,7.08333
2018-10-07 09:15,7.08333
2018-10-07 09:20,6.83333
2018-10-07 09:25,8.5
2018-10-07 09:30,8.5
2018-10-07 09:35,8.75
2018-10-07 09:40,13.4167
2018-10-07 09:45,13.4167
2018-10-07 09:50,12.9167
2018-10-07 09:55,13.9167
2018-10-07 10:00,13.9167
2018-10-07 10:05,13.75
2018-10-07 10:10,17.6667
2018-10-07 10:15,17.6667
2018-10-07 10:20,16.4167
2018-10-07 10:25,14.5833
2018-10-07 10:30,14.5833
2018-10-07 10:35,14.5
2018-10-07 10:40,18.4167
2018-10-07 10:45,18.4167
2018-10-07 10:50,17.6667
2018-10-07 10:55,18.9167
2018-10-07 11:00,18.9167
2018-10-07 11:05,16.75
2018-10-07 11:10,10.1667
2018-10-07 11:15,10.1667
2018-10-07 11:20,9.41667
2018-10-07 11:25,9
2018-10-07 11:30,9
2018-10-07 11:35,8.41667
2018-10-07 11:40,9.25
2018-10-07 11:45,9.25
2018-10-07 11:50,8.66667
2018-10-07 11:55,10.3333
2018-10-07 12:00,10.3333
2018-10-07 12:05,11.1667
2018-10-07 12:10,22.8333
2018-10-07 12:15,22.8333
2018-10-07 12:20,21.0833
2018-10-07 12:25,15.8333
2018-10-07 12:30,15.8333
2018-10-07 12:35,15.1667
2018-10-07 12:40,17.5833
2018-10-07 12:45,17.5833
2018-10-07 12:50,15.5
2018-10-07 12:55,10.3333
2018-10-07 13:00,10.3333
2018-10-07 13:05,9.5
2018-10-07 13:10,9
2018-10-07 13:15,9
2018-10-07 13:20,8.5
2018-10-07 13:25,11.4167
2018-10-07 13:30,11.4167
2018-10-07 13:35,10.3333
2018-10-07 13:40,10.0833
2018-10-07 13:45,10.0833
2018-10-07 13:50,9.16667
2018-10-07 13:55,8.83333
2018-10-07 14:00,8.91667
2018-10-07 14:05,8.25
